admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Assamese,Bengali,Bodo,Dogri,Gujarati,Hindi,Kannada,Kashmiri,Konkani,Maithili,Malayalam,Manipuri,Marathi,Nepali,Odia,Punjabi,Santali,Sindhi,Tamil,Telugu,Urdu,Bhili,Garo,Gondi,Halabi,Ho,Khandeshi,Khasi,Korku,Kui,Kurukh,Lushai,Miri,Mundari,Tripuri,Tulu,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
India,IN,36,Hindi,0.4360,0.0130,0.0800,0.0010,0.0020,0.0460,0.4360,0.0360,0.0060,0.0020,0.0110,0.0290,0.0010,0.0690,0.0020,0.0310,0.0270,0.0060,0.0020,0.0570,0.0670,0.0420,0.0090,0.0010,0.0020,0.0010,0.0010,0.0020,0.0010,0.0010,0.0010,0.0020,0.0010,0.0010,0.0010,0.0010,0.0020,0.0020,"1,210,854,977.0000","623,307,617.0000","587,547,360.0000",0.7400,0.8210,0.6540,Yes,Medium,
