admin1_name,admin1_pcode,admin0_name,admin0_pcode,state_code,number_of_named_languages,main_language,main_language_share,Assamese,Bengali,Bodo,Dogri,Gujarati,Hindi,Kannada,Kashmiri,Konkani,Maithili,Malayalam,Manipuri,Marathi,Nepali,Odia,Punjabi,Sanskrit,Santali,Sindhi,Tamil,Telugu,Urdu,Adi,Afghani,Anal,Angami,Ao,Arabic,Balti,Bhili,Bhotia,Bhumij,Bishnupuriya,Chakhesang,Chakru,Chang,Coorgi,Deori,Dimasa,English,Gadaba,Gangte,Garo,Gondi,Halabi,Halam,Hmar,Ho,Jatapu,Juang,Kabui,Karbi,Khandeshi,Kharia,Khasi,Khezha,Khiemnungan,Khond,Kinnauri,Kisan,Koch,Koda,Kolami,Kom,Konda,Konyak,Korku,Korwa,Koya,Kui,Kuki,Kurukh,Ladakhi,Lahauli,Lahnda,Lakher,Lalung,Lepcha,Liangmei,Limbu,Lotha,Lushai,Malto,Mao,Maram,Maring,Miri,Mishmi,Mogh,Monpa,Munda,Mundari,Nicobarese,Nissi,Nocte,Paite,Parji,Pawi,Phom,Pochury,Rabha,Rai,Rengma,Sangtam,Savara,Sema,Sherpa,Shina,Tamang,Tangkhul,Tangsa,Thado,Tibetan,Tripuri,Tulu,Vaiphei,Wancho,Yimchungre,Zeliang,Zemi,Zou,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
JAMMU & KASHMIR,IN01,India,IN,01,22,Kashmiri,0.53300,0.00100,0.00200,0.00000,0.20000,0.00200,0.20800,0.00100,0.53300,0.00000,0.00000,0.00100,0.00000,0.00200,0.00200,0.00100,0.01700,0.00000,0.00000,0.00000,0.00100,0.00100,0.00200,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"12,541,302.00000","6,639,123.00000","5,902,179.00000",0.67160,0.76750,0.56430,Yes,Medium,
JHARKHAND,IN20,India,IN,20,16,Hindi,0.61900,0.00000,0.09700,0.00000,0.00000,0.00100,0.61900,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00100,0.01600,0.00200,0.00000,0.09900,0.00000,0.00000,0.00100,0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.02900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"32,988,134.00000","16,934,361.00000","16,053,773.00000",0.66410,0.76840,0.55420,Yes,Medium,
KARNATAKA,IN29,India,IN,29,13,Kannada,0.66500,0.00000,0.00100,0.00000,0.00000,0.00200,0.03300,0.66500,0.00000,0.01300,0.00000,0.01300,0.00000,0.03400,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.03500,0.05800,0.10800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,"61,095,297.00000","30,965,686.00000","30,129,611.00000",0.75360,0.82470,0.68080,Yes,Medium,
KERALA,IN32,India,IN,32,9,Malayalam,0.97000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00200,0.00300,0.00000,0.00200,0.00000,0.97000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01500,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"33,406,061.00000","16,029,780.00000","17,376,281.00000",0.94000,0.96110,0.92070,Yes,Medium,
LAKSHADWEEP,IN31,India,IN,31,7,Malayalam,0.84200,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200,0.00100,0.00000,0.00000,0.00000,0.84200,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00600,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14400,"64,473.00000","33,132.00000","31,341.00000",0.91850,0.95560,0.87950,Yes,Medium,
MADHYA PRADESH,IN23,India,IN,23,12,Hindi,0.88600,0.00000,0.00200,0.00000,0.00000,0.00300,0.88600,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.01700,0.00000,0.00000,0.00200,0.00000,0.00000,0.00300,0.00000,0.00000,0.01300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"72,626,809.00000","37,610,984.00000","35,015,825.00000",0.69320,0.78730,0.59240,Yes,Medium,
MAHARASHTRA,IN27,India,IN,27,22,Marathi,0.68900,0.00000,0.00400,0.00000,0.00000,0.02100,0.12900,0.00900,0.00000,0.00400,0.00000,0.00300,0.00000,0.68900,0.00100,0.00100,0.00200,0.00000,0.00100,0.00600,0.00500,0.01200,0.06700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"112,374,333.00000","58,255,228.00000","54,119,105.00000",0.82340,0.88380,0.75870,Yes,Medium,
MANIPUR,IN14,India,IN,14,30,Manipuri,0.53300,0.00100,0.01100,0.00000,0.00100,0.00000,0.01100,0.00000,0.00000,0.00000,0.00000,0.00100,0.53300,0.00100,0.02200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00900,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.01700,0.00000,0.00000,0.00000,0.03800,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01600,0.00000,0.00000,0.00200,0.00000,0.07900,0.01100,0.00900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06400,0.00000,0.07800,0.00000,0.00000,0.00000,0.01400,0.00000,0.00300,0.00100,0.00700,0.00900,0.01200,"2,855,794.00000","1,438,688.00000","1,417,106.00000",0.76940,0.83580,0.70260,Yes,Medium,
MEGHALAYA,IN17,India,IN,17,20,Khasi,0.46600,0.01300,0.07800,0.00200,0.00000,0.00000,0.02100,0.00000,0.00000,0.00000,0.00000,0.00100,0.00200,0.00700,0.01800,0.00100,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31600,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.46600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04400,"2,966,889.00000","1,491,649.00000","1,475,240.00000",0.74430,0.75950,0.72890,Yes,Medium,
MIZORAM,IN15,India,IN,15,16,Lushai,0.73200,0.00100,0.09800,0.00000,0.00000,0.00000,0.01000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00200,0.00000,0.00800,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.01600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03800,0.00000,0.00000,0.00000,0.00000,0.00000,0.73200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.00000,0.02600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01000,"1,097,206.00000","555,267.00000","541,939.00000",0.91330,0.93350,0.89270,Yes,Medium,
NAGALAND,IN13,India,IN,13,41,Konyak,0.12300,0.00900,0.03800,0.00400,0.00100,0.00000,0.03200,0.00000,0.00000,0.00000,0.00100,0.00100,0.00500,0.00100,0.02200,0.00200,0.00100,0.00000,0.00000,0.00000,0.00100,0.00100,0.00100,0.00000,0.00000,0.00000,0.07700,0.11700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00900,0.04600,0.03300,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.01700,0.03100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12300,0.00000,0.00000,0.00000,0.00000,0.00900,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.09000,0.00100,0.00000,0.00700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02700,0.01100,0.00000,0.00000,0.03100,0.03800,0.00000,0.00400,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03700,0.03100,0.00600,0.00000,0.12200,"1,978,502.00000","1,024,600.00000","953,902.00000",0.79550,0.82750,0.76110,Yes,Medium,
NCT OF DELHI,IN07,India,IN,07,16,Hindi,0.84900,0.00100,0.01300,0.00000,0.00000,0.00200,0.84900,0.00100,0.00100,0.00000,0.00700,0.00500,0.00000,0.00200,0.00200,0.00200,0.05200,0.00000,0.00000,0.00200,0.00500,0.00200,0.05200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"16,787,941.00000","8,987,121.00000","7,800,820.00000",0.86210,0.90940,0.80760,Yes,Medium,
ODISHA,IN21,India,IN,21,20,Odia,0.82700,0.00000,0.01200,0.00000,0.00000,0.00000,0.03000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82700,0.00000,0.00000,0.02100,0.00000,0.00000,0.01600,0.01600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00100,0.00100,0.00000,0.00000,0.01000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00300,0.00000,0.00000,0.00000,0.00300,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00300,0.02200,0.00000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00800,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,"41,974,218.00000","21,209,813.00000","20,764,405.00000",0.72870,0.81590,0.64010,Yes,Medium,
PUDUCHERRY,IN34,India,IN,34,10,Tamil,0.88200,0.00000,0.00100,0.00000,0.00000,0.00100,0.00500,0.00100,0.00000,0.00000,0.00000,0.03800,0.00000,0.00100,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.88200,0.06000,0.00700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"1,247,953.00000","612,643.00000","635,310.00000",0.85850,0.91260,0.80670,Yes,Medium,
PUNJAB,IN03,India,IN,03,8,Punjabi,0.89800,0.00000,0.00100,0.00000,0.00100,0.00000,0.09400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00100,0.00000,0.89800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"27,743,338.00000","14,640,284.00000","13,103,054.00000",0.75840,0.80440,0.70730,Yes,Medium,
RAJASTHAN,IN08,India,IN,08,7,Hindi,0.89400,0.00000,0.00100,0.00000,0.00000,0.00100,0.89400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03300,0.00000,0.00000,0.00600,0.00000,0.00000,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"68,548,437.00000","35,554,169.00000","32,994,268.00000",0.66110,0.79190,0.52120,Yes,Medium,
SIKKIM,IN11,India,IN,11,22,Nepali,0.62600,0.00100,0.01100,0.00000,0.00000,0.00000,0.08000,0.00100,0.00000,0.00000,0.00100,0.00100,0.00100,0.00200,0.62600,0.00200,0.00300,0.00000,0.00100,0.00000,0.00100,0.00200,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06300,0.00000,0.06300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01200,0.00000,0.00000,0.00000,0.00000,0.02200,0.00000,0.01900,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00900,"610,577.00000","323,057.00000","287,520.00000",0.81420,0.86550,0.75610,Yes,Medium,
TAMIL NADU,IN33,India,IN,33,8,Tamil,0.88400,0.00000,0.00000,0.00000,0.00000,0.00400,0.00500,0.01800,0.00000,0.00000,0.00000,0.01000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88400,0.05900,0.01800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"72,147,030.00000","36,145,807.00000","36,001,223.00000",0.80090,0.86770,0.73440,Yes,Medium,
TRIPURA,IN16,India,IN,16,18,Bengali,0.65700,0.00100,0.65700,0.00000,0.00000,0.00000,0.02100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00100,0.00700,0.00000,0.00000,0.00100,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00000,0.00600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01000,0.00000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,"3,673,917.00000","1,874,448.00000","1,799,469.00000",0.87220,0.91530,0.82730,Yes,Medium,
